idx,weekday,wd_name,hour,minute,week1,week2,week3,week4,top100_mre,overall_mre
545,4,Fri,6,50,2018-09-07 06:50:00,2018-09-14 06:50:00,2018-09-21 06:50:00,2018-09-28 06:50:00,0.318382,0.494781
546,4,Fri,1,20,2018-09-07 01:20:00,2018-09-14 01:20:00,2018-09-21 01:20:00,2018-09-28 01:20:00,0.596636,0.252468
547,4,Fri,21,00,2018-08-31 21:00:00,2018-09-07 21:00:00,2018-09-14 21:00:00,2018-09-21 21:00:00,0.580072,0.667034
548,4,Fri,21,35,2018-08-31 21:35:00,2018-09-07 21:35:00,2018-09-14 21:35:00,2018-09-21 21:35:00,0.604244,0.645717
549,4,Fri,9,05,2018-09-07 09:05:00,2018-09-14 09:05:00,2018-09-21 09:05:00,2018-09-28 09:05:00,0.300475,0.974262
550,4,Fri,20,15,2018-08-31 20:15:00,2018-09-07 20:15:00,2018-09-14 20:15:00,2018-09-21 20:15:00,0.508459,0.836786
551,4,Fri,11,45,2018-09-07 11:45:00,2018-09-14 11:45:00,2018-09-21 11:45:00,2018-09-28 11:45:00,0.259398,0.944667
552,4,Fri,2,30,2018-09-07 02:30:00,2018-09-14 02:30:00,2018-09-21 02:30:00,2018-09-28 02:30:00,0.639817,0.226702
553,4,Fri,10,30,2018-09-07 10:30:00,2018-09-14 10:30:00,2018-09-21 10:30:00,2018-09-28 10:30:00,0.293491,0.978864
554,4,Fri,6,55,2018-09-07 06:55:00,2018-09-14 06:55:00,2018-09-21 06:55:00,2018-09-28 06:55:00,0.348215,0.479862
555,4,Fri,9,40,2018-09-07 09:40:00,2018-09-14 09:40:00,2018-09-21 09:40:00,2018-09-28 09:40:00,0.333661,0.986887
556,4,Fri,6,35,2018-09-07 06:35:00,2018-09-14 06:35:00,2018-09-21 06:35:00,2018-09-28 06:35:00,0.499664,0.439245
557,4,Fri,11,15,2018-09-07 11:15:00,2018-09-14 11:15:00,2018-09-21 11:15:00,2018-09-28 11:15:00,0.289824,0.864206
558,4,Fri,7,35,2018-09-07 07:35:00,2018-09-14 07:35:00,2018-09-21 07:35:00,2018-09-28 07:35:00,0.357984,0.645884
559,4,Fri,11,50,2018-09-07 11:50:00,2018-09-14 11:50:00,2018-09-21 11:50:00,2018-09-28 11:50:00,0.281989,0.978152
560,4,Fri,15,10,2018-09-07 15:10:00,2018-09-14 15:10:00,2018-09-21 15:10:00,2018-09-28 15:10:00,0.354072,0.962873
561,4,Fri,3,15,2018-09-07 03:15:00,2018-09-14 03:15:00,2018-09-21 03:15:00,2018-09-28 03:15:00,0.617459,0.221066
562,4,Fri,17,05,2018-09-07 17:05:00,2018-09-14 17:05:00,2018-09-21 17:05:00,2018-09-28 17:05:00,0.350792,1.017064
563,4,Fri,23,15,2018-08-31 23:15:00,2018-09-07 23:15:00,2018-09-14 23:15:00,2018-09-21 23:15:00,0.587569,0.408350
564,4,Fri,16,55,2018-09-07 16:55:00,2018-09-14 16:55:00,2018-09-21 16:55:00,2018-09-28 16:55:00,0.355319,1.050197
565,4,Fri,21,20,2018-08-31 21:20:00,2018-09-07 21:20:00,2018-09-14 21:20:00,2018-09-21 21:20:00,0.476710,0.583570
566,4,Fri,7,10,2018-09-07 07:10:00,2018-09-14 07:10:00,2018-09-21 07:10:00,2018-09-28 07:10:00,0.463504,0.515491
567,4,Fri,3,55,2018-09-07 03:55:00,2018-09-14 03:55:00,2018-09-21 03:55:00,2018-09-28 03:55:00,0.616660,0.168532
568,4,Fri,4,35,2018-09-07 04:35:00,2018-09-14 04:35:00,2018-09-21 04:35:00,2018-09-28 04:35:00,0.575285,0.183283
569,4,Fri,5,40,2018-09-07 05:40:00,2018-09-14 05:40:00,2018-09-21 05:40:00,2018-09-28 05:40:00,0.511330,0.303651
570,4,Fri,3,30,2018-09-07 03:30:00,2018-09-14 03:30:00,2018-09-21 03:30:00,2018-09-28 03:30:00,0.615795,0.194996
571,4,Fri,18,25,2018-09-07 18:25:00,2018-09-14 18:25:00,2018-09-21 18:25:00,2018-09-28 18:25:00,0.380466,1.040995
572,4,Fri,1,25,2018-09-07 01:25:00,2018-09-14 01:25:00,2018-09-21 01:25:00,2018-09-28 01:25:00,0.656383,0.202038
573,4,Fri,5,20,2018-09-07 05:20:00,2018-09-14 05:20:00,2018-09-21 05:20:00,2018-09-28 05:20:00,0.569329,0.229403
574,4,Fri,14,05,2018-09-07 14:05:00,2018-09-14 14:05:00,2018-09-21 14:05:00,2018-09-28 14:05:00,0.336663,1.018330
575,4,Fri,0,05,2018-09-07 00:05:00,2018-09-14 00:05:00,2018-09-21 00:05:00,2018-09-28 00:05:00,0.670930,0.290736
576,4,Fri,19,25,2018-08-31 19:25:00,2018-09-07 19:25:00,2018-09-14 19:25:00,2018-09-21 19:25:00,0.514792,0.889230
577,4,Fri,9,55,2018-09-07 09:55:00,2018-09-14 09:55:00,2018-09-21 09:55:00,2018-09-28 09:55:00,0.287219,0.994210
578,4,Fri,22,10,2018-08-31 22:10:00,2018-09-07 22:10:00,2018-09-14 22:10:00,2018-09-21 22:10:00,0.636871,0.629376
579,4,Fri,8,25,2018-09-07 08:25:00,2018-09-14 08:25:00,2018-09-21 08:25:00,2018-09-28 08:25:00,0.366698,0.918856
580,4,Fri,3,00,2018-09-07 03:00:00,2018-09-14 03:00:00,2018-09-21 03:00:00,2018-09-28 03:00:00,0.655327,0.231438
581,4,Fri,14,15,2018-09-07 14:15:00,2018-09-14 14:15:00,2018-09-21 14:15:00,2018-09-28 14:15:00,0.385237,0.976748
582,4,Fri,12,05,2018-09-07 12:05:00,2018-09-14 12:05:00,2018-09-21 12:05:00,2018-09-28 12:05:00,0.324275,0.987515
583,4,Fri,14,45,2018-09-07 14:45:00,2018-09-14 14:45:00,2018-09-21 14:45:00,2018-09-28 14:45:00,0.435968,1.006751
584,4,Fri,13,40,2018-09-07 13:40:00,2018-09-14 13:40:00,2018-09-21 13:40:00,2018-09-28 13:40:00,0.332181,0.948229
585,4,Fri,17,30,2018-09-07 17:30:00,2018-09-14 17:30:00,2018-09-21 17:30:00,2018-09-28 17:30:00,0.374839,1.041151
586,4,Fri,11,30,2018-09-07 11:30:00,2018-09-14 11:30:00,2018-09-21 11:30:00,2018-09-28 11:30:00,0.354894,0.976597
587,4,Fri,20,40,2018-08-31 20:40:00,2018-09-07 20:40:00,2018-09-14 20:40:00,2018-09-21 20:40:00,0.526965,0.753450
588,4,Fri,18,50,2018-09-07 18:50:00,2018-09-14 18:50:00,2018-09-21 18:50:00,2018-09-28 18:50:00,0.407771,0.920608
589,4,Fri,22,40,2018-08-31 22:40:00,2018-09-07 22:40:00,2018-09-14 22:40:00,2018-09-21 22:40:00,0.583508,0.587664
590,4,Fri,5,10,2018-09-07 05:10:00,2018-09-14 05:10:00,2018-09-21 05:10:00,2018-09-28 05:10:00,0.556304,0.235671
591,4,Fri,20,45,2018-08-31 20:45:00,2018-09-07 20:45:00,2018-09-14 20:45:00,2018-09-21 20:45:00,0.438579,0.692683
592,4,Fri,14,50,2018-09-07 14:50:00,2018-09-14 14:50:00,2018-09-21 14:50:00,2018-09-28 14:50:00,0.315618,0.977262
593,4,Fri,10,35,2018-09-07 10:35:00,2018-09-14 10:35:00,2018-09-21 10:35:00,2018-09-28 10:35:00,0.339600,0.872790
594,4,Fri,9,20,2018-09-07 09:20:00,2018-09-14 09:20:00,2018-09-21 09:20:00,2018-09-28 09:20:00,0.291556,1.022990
595,4,Fri,7,15,2018-09-07 07:15:00,2018-09-14 07:15:00,2018-09-21 07:15:00,2018-09-28 07:15:00,0.443273,0.565321
596,4,Fri,1,05,2018-09-07 01:05:00,2018-09-14 01:05:00,2018-09-21 01:05:00,2018-09-28 01:05:00,0.619687,0.206431
597,4,Fri,10,20,2018-09-07 10:20:00,2018-09-14 10:20:00,2018-09-21 10:20:00,2018-09-28 10:20:00,0.312338,0.992116
598,4,Fri,8,15,2018-09-07 08:15:00,2018-09-14 08:15:00,2018-09-21 08:15:00,2018-09-28 08:15:00,0.474006,0.759480
599,4,Fri,4,40,2018-09-07 04:40:00,2018-09-14 04:40:00,2018-09-21 04:40:00,2018-09-28 04:40:00,0.574670,0.198444
600,5,Sat,21,40,2018-09-01 21:40:00,2018-09-08 21:40:00,2018-09-15 21:40:00,2018-09-22 21:40:00,0.628399,0.528823
601,5,Sat,9,05,2018-09-01 09:05:00,2018-09-08 09:05:00,2018-09-15 09:05:00,2018-09-22 09:05:00,0.489839,0.632312
602,5,Sat,23,15,2018-09-01 23:15:00,2018-09-08 23:15:00,2018-09-15 23:15:00,2018-09-22 23:15:00,0.671957,0.455158
603,5,Sat,4,30,2018-09-01 04:30:00,2018-09-08 04:30:00,2018-09-15 04:30:00,2018-09-22 04:30:00,0.539658,0.165718
604,5,Sat,22,15,2018-09-01 22:15:00,2018-09-08 22:15:00,2018-09-15 22:15:00,2018-09-22 22:15:00,0.624063,0.518159
605,5,Sat,5,25,2018-09-01 05:25:00,2018-09-08 05:25:00,2018-09-15 05:25:00,2018-09-22 05:25:00,0.686147,0.196621
606,5,Sat,16,20,2018-09-01 16:20:00,2018-09-08 16:20:00,2018-09-15 16:20:00,2018-09-22 16:20:00,0.582037,0.909143
607,5,Sat,23,10,2018-09-01 23:10:00,2018-09-08 23:10:00,2018-09-15 23:10:00,2018-09-22 23:10:00,0.608940,0.448281
608,5,Sat,18,25,2018-09-01 18:25:00,2018-09-08 18:25:00,2018-09-15 18:25:00,2018-09-22 18:25:00,0.575165,0.839528
609,5,Sat,2,40,2018-09-01 02:40:00,2018-09-08 02:40:00,2018-09-15 02:40:00,2018-09-22 02:40:00,0.727742,0.179335
610,5,Sat,14,25,2018-09-01 14:25:00,2018-09-08 14:25:00,2018-09-15 14:25:00,2018-09-22 14:25:00,0.619873,0.930121
611,5,Sat,5,55,2018-09-01 05:55:00,2018-09-08 05:55:00,2018-09-15 05:55:00,2018-09-22 05:55:00,0.649478,0.182845
612,5,Sat,8,05,2018-09-01 08:05:00,2018-09-08 08:05:00,2018-09-15 08:05:00,2018-09-22 08:05:00,0.667726,0.543961
613,5,Sat,2,35,2018-09-01 02:35:00,2018-09-08 02:35:00,2018-09-15 02:35:00,2018-09-22 02:35:00,0.659126,0.171277
614,5,Sat,14,50,2018-09-01 14:50:00,2018-09-08 14:50:00,2018-09-15 14:50:00,2018-09-22 14:50:00,0.509441,1.002422
615,5,Sat,10,35,2018-09-01 10:35:00,2018-09-08 10:35:00,2018-09-15 10:35:00,2018-09-22 10:35:00,0.496404,0.805381
616,5,Sat,12,35,2018-09-01 12:35:00,2018-09-08 12:35:00,2018-09-15 12:35:00,2018-09-22 12:35:00,0.444230,0.875944
617,5,Sat,23,00,2018-09-01 23:00:00,2018-09-08 23:00:00,2018-09-15 23:00:00,2018-09-22 23:00:00,0.587425,0.444869
618,5,Sat,16,10,2018-09-01 16:10:00,2018-09-08 16:10:00,2018-09-15 16:10:00,2018-09-22 16:10:00,0.427438,0.763788
619,5,Sat,8,10,2018-09-01 08:10:00,2018-09-08 08:10:00,2018-09-15 08:10:00,2018-09-22 08:10:00,0.618977,0.559275
620,5,Sat,21,10,2018-09-01 21:10:00,2018-09-08 21:10:00,2018-09-15 21:10:00,2018-09-22 21:10:00,0.606323,0.591600
621,5,Sat,10,10,2018-09-01 10:10:00,2018-09-08 10:10:00,2018-09-15 10:10:00,2018-09-22 10:10:00,0.490466,0.734042
622,5,Sat,16,35,2018-09-01 16:35:00,2018-09-08 16:35:00,2018-09-15 16:35:00,2018-09-22 16:35:00,0.523283,0.862043
623,5,Sat,22,00,2018-09-01 22:00:00,2018-09-08 22:00:00,2018-09-15 22:00:00,2018-09-22 22:00:00,0.670846,0.554843
624,5,Sat,23,05,2018-09-01 23:05:00,2018-09-08 23:05:00,2018-09-15 23:05:00,2018-09-22 23:05:00,0.607536,0.431711
625,5,Sat,6,30,2018-09-01 06:30:00,2018-09-08 06:30:00,2018-09-15 06:30:00,2018-09-22 06:30:00,0.568010,0.230755
626,5,Sat,10,40,2018-09-01 10:40:00,2018-09-08 10:40:00,2018-09-15 10:40:00,2018-09-22 10:40:00,0.515909,0.881721
627,5,Sat,1,25,2018-09-01 01:25:00,2018-09-08 01:25:00,2018-09-15 01:25:00,2018-09-22 01:25:00,0.670857,0.248083
628,5,Sat,17,05,2018-09-01 17:05:00,2018-09-08 17:05:00,2018-09-15 17:05:00,2018-09-22 17:05:00,0.556884,0.828711
629,5,Sat,11,30,2018-09-01 11:30:00,2018-09-08 11:30:00,2018-09-15 11:30:00,2018-09-22 11:30:00,0.532464,0.930216
630,5,Sat,16,45,2018-09-01 16:45:00,2018-09-08 16:45:00,2018-09-15 16:45:00,2018-09-22 16:45:00,0.467151,0.886343
631,5,Sat,1,55,2018-09-01 01:55:00,2018-09-08 01:55:00,2018-09-15 01:55:00,2018-09-22 01:55:00,0.681905,0.190516
632,5,Sat,14,35,2018-09-01 14:35:00,2018-09-08 14:35:00,2018-09-15 14:35:00,2018-09-22 14:35:00,0.690594,1.027311
633,5,Sat,2,55,2018-09-01 02:55:00,2018-09-08 02:55:00,2018-09-15 02:55:00,2018-09-22 02:55:00,0.642630,0.165490
634,5,Sat,15,25,2018-09-01 15:25:00,2018-09-08 15:25:00,2018-09-15 15:25:00,2018-09-22 15:25:00,0.539163,0.932481
635,5,Sat,20,40,2018-09-01 20:40:00,2018-09-08 20:40:00,2018-09-15 20:40:00,2018-09-22 20:40:00,0.582240,0.646087
636,5,Sat,18,20,2018-09-01 18:20:00,2018-09-08 18:20:00,2018-09-15 18:20:00,2018-09-22 18:20:00,0.556837,0.768810
637,5,Sat,20,55,2018-09-01 20:55:00,2018-09-08 20:55:00,2018-09-15 20:55:00,2018-09-22 20:55:00,0.567815,0.648310
638,5,Sat,3,35,2018-09-01 03:35:00,2018-09-08 03:35:00,2018-09-15 03:35:00,2018-09-22 03:35:00,0.712634,0.165591
639,5,Sat,17,50,2018-09-01 17:50:00,2018-09-08 17:50:00,2018-09-15 17:50:00,2018-09-22 17:50:00,0.507782,0.816389
640,5,Sat,13,30,2018-09-01 13:30:00,2018-09-08 13:30:00,2018-09-15 13:30:00,2018-09-22 13:30:00,0.453496,0.806921
641,5,Sat,8,55,2018-09-01 08:55:00,2018-09-08 08:55:00,2018-09-15 08:55:00,2018-09-22 08:55:00,0.550841,0.734114
642,5,Sat,6,00,2018-09-01 06:00:00,2018-09-08 06:00:00,2018-09-15 06:00:00,2018-09-22 06:00:00,0.687497,0.290824
643,5,Sat,4,25,2018-09-01 04:25:00,2018-09-08 04:25:00,2018-09-15 04:25:00,2018-09-22 04:25:00,0.669153,0.191672
644,5,Sat,16,55,2018-09-01 16:55:00,2018-09-08 16:55:00,2018-09-15 16:55:00,2018-09-22 16:55:00,0.565941,0.908753
645,5,Sat,0,35,2018-09-01 00:35:00,2018-09-08 00:35:00,2018-09-15 00:35:00,2018-09-22 00:35:00,0.633097,0.311807
646,5,Sat,16,25,2018-09-01 16:25:00,2018-09-08 16:25:00,2018-09-15 16:25:00,2018-09-22 16:25:00,0.569506,0.911216
647,5,Sat,14,30,2018-09-01 14:30:00,2018-09-08 14:30:00,2018-09-15 14:30:00,2018-09-22 14:30:00,0.628364,0.946025
648,5,Sat,0,45,2018-09-01 00:45:00,2018-09-08 00:45:00,2018-09-15 00:45:00,2018-09-22 00:45:00,0.680956,0.324830
649,5,Sat,19,10,2018-09-01 19:10:00,2018-09-08 19:10:00,2018-09-15 19:10:00,2018-09-22 19:10:00,0.441262,0.816549
650,5,Sat,9,20,2018-09-01 09:20:00,2018-09-08 09:20:00,2018-09-15 09:20:00,2018-09-22 09:20:00,0.619844,0.741633
651,5,Sat,22,10,2018-09-01 22:10:00,2018-09-08 22:10:00,2018-09-15 22:10:00,2018-09-22 22:10:00,0.714860,0.533235
652,5,Sat,7,05,2018-09-01 07:05:00,2018-09-08 07:05:00,2018-09-15 07:05:00,2018-09-22 07:05:00,0.628369,0.278985
653,5,Sat,3,15,2018-09-01 03:15:00,2018-09-08 03:15:00,2018-09-15 03:15:00,2018-09-22 03:15:00,0.760523,0.175289
654,5,Sat,6,20,2018-09-01 06:20:00,2018-09-08 06:20:00,2018-09-15 06:20:00,2018-09-22 06:20:00,0.633497,0.262023
655,5,Sat,22,40,2018-09-01 22:40:00,2018-09-08 22:40:00,2018-09-15 22:40:00,2018-09-22 22:40:00,0.602165,0.512535
656,5,Sat,15,45,2018-09-01 15:45:00,2018-09-08 15:45:00,2018-09-15 15:45:00,2018-09-22 15:45:00,0.571526,0.775835
657,5,Sat,1,35,2018-09-01 01:35:00,2018-09-08 01:35:00,2018-09-15 01:35:00,2018-09-22 01:35:00,0.696955,0.299763
658,5,Sat,17,20,2018-09-01 17:20:00,2018-09-08 17:20:00,2018-09-15 17:20:00,2018-09-22 17:20:00,0.497445,0.764412
659,5,Sat,21,30,2018-09-01 21:30:00,2018-09-08 21:30:00,2018-09-15 21:30:00,2018-09-22 21:30:00,0.767182,0.571917
660,5,Sat,11,35,2018-09-01 11:35:00,2018-09-08 11:35:00,2018-09-15 11:35:00,2018-09-22 11:35:00,0.565219,0.993049
661,5,Sat,3,50,2018-09-01 03:50:00,2018-09-08 03:50:00,2018-09-15 03:50:00,2018-09-22 03:50:00,0.677135,0.227620
662,5,Sat,10,00,2018-09-01 10:00:00,2018-09-08 10:00:00,2018-09-15 10:00:00,2018-09-22 10:00:00,0.496694,0.697095
663,5,Sat,20,30,2018-09-01 20:30:00,2018-09-08 20:30:00,2018-09-15 20:30:00,2018-09-22 20:30:00,0.667828,0.638618
664,5,Sat,20,15,2018-09-01 20:15:00,2018-09-08 20:15:00,2018-09-15 20:15:00,2018-09-22 20:15:00,0.555257,0.695332
665,5,Sat,9,45,2018-09-01 09:45:00,2018-09-08 09:45:00,2018-09-15 09:45:00,2018-09-22 09:45:00,0.423244,0.720588
666,5,Sat,19,50,2018-09-01 19:50:00,2018-09-08 19:50:00,2018-09-15 19:50:00,2018-09-22 19:50:00,0.648599,0.698246
667,5,Sat,11,45,2018-09-01 11:45:00,2018-09-08 11:45:00,2018-09-15 11:45:00,2018-09-22 11:45:00,0.593743,1.004010
668,5,Sat,9,50,2018-09-01 09:50:00,2018-09-08 09:50:00,2018-09-15 09:50:00,2018-09-22 09:50:00,0.536163,0.748927
669,5,Sat,9,40,2018-09-01 09:40:00,2018-09-08 09:40:00,2018-09-15 09:40:00,2018-09-22 09:40:00,0.500521,0.762758
670,5,Sat,23,35,2018-09-01 23:35:00,2018-09-08 23:35:00,2018-09-15 23:35:00,2018-09-22 23:35:00,0.640291,0.451876
671,5,Sat,8,15,2018-09-01 08:15:00,2018-09-08 08:15:00,2018-09-15 08:15:00,2018-09-22 08:15:00,0.571760,0.612793
672,5,Sat,4,05,2018-09-01 04:05:00,2018-09-08 04:05:00,2018-09-15 04:05:00,2018-09-22 04:05:00,0.695111,0.163904
673,5,Sat,13,50,2018-09-01 13:50:00,2018-09-08 13:50:00,2018-09-15 13:50:00,2018-09-22 13:50:00,0.427777,0.817243
674,5,Sat,3,25,2018-09-01 03:25:00,2018-09-08 03:25:00,2018-09-15 03:25:00,2018-09-22 03:25:00,0.801637,0.194833
675,5,Sat,19,00,2018-09-01 19:00:00,2018-09-08 19:00:00,2018-09-15 19:00:00,2018-09-22 19:00:00,0.465680,0.789228
676,5,Sat,2,05,2018-09-01 02:05:00,2018-09-08 02:05:00,2018-09-15 02:05:00,2018-09-22 02:05:00,0.689698,0.186396
677,5,Sat,2,30,2018-09-01 02:30:00,2018-09-08 02:30:00,2018-09-15 02:30:00,2018-09-22 02:30:00,0.597604,0.225534
678,5,Sat,19,55,2018-09-01 19:55:00,2018-09-08 19:55:00,2018-09-15 19:55:00,2018-09-22 19:55:00,0.633237,0.752170
679,5,Sat,1,45,2018-09-01 01:45:00,2018-09-08 01:45:00,2018-09-15 01:45:00,2018-09-22 01:45:00,0.746471,0.223133
680,5,Sat,0,05,2018-09-01 00:05:00,2018-09-08 00:05:00,2018-09-15 00:05:00,2018-09-22 00:05:00,0.568822,0.399173
681,5,Sat,18,10,2018-09-01 18:10:00,2018-09-08 18:10:00,2018-09-15 18:10:00,2018-09-22 18:10:00,0.551625,0.731562
682,5,Sat,9,15,2018-09-01 09:15:00,2018-09-08 09:15:00,2018-09-15 09:15:00,2018-09-22 09:15:00,0.567935,0.663778
683,5,Sat,15,30,2018-09-01 15:30:00,2018-09-08 15:30:00,2018-09-15 15:30:00,2018-09-22 15:30:00,0.510852,0.818159
684,5,Sat,20,10,2018-09-01 20:10:00,2018-09-08 20:10:00,2018-09-15 20:10:00,2018-09-22 20:10:00,0.591620,0.711151
685,5,Sat,13,40,2018-09-01 13:40:00,2018-09-08 13:40:00,2018-09-15 13:40:00,2018-09-22 13:40:00,0.459826,0.925743
686,5,Sat,19,35,2018-09-01 19:35:00,2018-09-08 19:35:00,2018-09-15 19:35:00,2018-09-22 19:35:00,0.552769,0.807532
687,5,Sat,5,30,2018-09-01 05:30:00,2018-09-08 05:30:00,2018-09-15 05:30:00,2018-09-22 05:30:00,0.657795,0.170182
688,5,Sat,7,15,2018-09-01 07:15:00,2018-09-08 07:15:00,2018-09-15 07:15:00,2018-09-22 07:15:00,0.601937,0.309297
689,5,Sat,9,30,2018-09-01 09:30:00,2018-09-08 09:30:00,2018-09-15 09:30:00,2018-09-22 09:30:00,0.582925,0.643433
690,5,Sat,22,35,2018-09-01 22:35:00,2018-09-08 22:35:00,2018-09-15 22:35:00,2018-09-22 22:35:00,0.609238,0.492543
691,5,Sat,5,50,2018-09-01 05:50:00,2018-09-08 05:50:00,2018-09-15 05:50:00,2018-09-22 05:50:00,0.683922,0.218450
692,5,Sat,23,25,2018-09-01 23:25:00,2018-09-08 23:25:00,2018-09-15 23:25:00,2018-09-22 23:25:00,0.704233,0.382745
693,5,Sat,14,15,2018-09-01 14:15:00,2018-09-08 14:15:00,2018-09-15 14:15:00,2018-09-22 14:15:00,0.555761,0.961149
694,5,Sat,10,20,2018-09-01 10:20:00,2018-09-08 10:20:00,2018-09-15 10:20:00,2018-09-22 10:20:00,0.513534,0.743578
695,5,Sat,9,55,2018-09-01 09:55:00,2018-09-08 09:55:00,2018-09-15 09:55:00,2018-09-22 09:55:00,0.582648,0.700612
696,5,Sat,8,40,2018-09-01 08:40:00,2018-09-08 08:40:00,2018-09-15 08:40:00,2018-09-22 08:40:00,0.618056,0.686175
697,5,Sat,7,20,2018-09-01 07:20:00,2018-09-08 07:20:00,2018-09-15 07:20:00,2018-09-22 07:20:00,0.643480,0.286945
698,5,Sat,10,15,2018-09-01 10:15:00,2018-09-08 10:15:00,2018-09-15 10:15:00,2018-09-22 10:15:00,0.474220,0.714560
699,5,Sat,15,00,2018-09-01 15:00:00,2018-09-08 15:00:00,2018-09-15 15:00:00,2018-09-22 15:00:00,0.539561,0.868441
700,5,Sat,12,10,2018-09-01 12:10:00,2018-09-08 12:10:00,2018-09-15 12:10:00,2018-09-22 12:10:00,0.549102,0.949110
701,5,Sat,0,20,2018-09-01 00:20:00,2018-09-08 00:20:00,2018-09-15 00:20:00,2018-09-22 00:20:00,0.532770,0.370353
702,5,Sat,21,55,2018-09-01 21:55:00,2018-09-08 21:55:00,2018-09-15 21:55:00,2018-09-22 21:55:00,0.725235,0.479872
703,5,Sat,2,25,2018-09-01 02:25:00,2018-09-08 02:25:00,2018-09-15 02:25:00,2018-09-22 02:25:00,0.664019,0.208430
704,5,Sat,16,30,2018-09-01 16:30:00,2018-09-08 16:30:00,2018-09-15 16:30:00,2018-09-22 16:30:00,0.454553,0.724792
705,5,Sat,17,30,2018-09-01 17:30:00,2018-09-08 17:30:00,2018-09-15 17:30:00,2018-09-22 17:30:00,0.570678,0.794990
706,5,Sat,2,20,2018-09-01 02:20:00,2018-09-08 02:20:00,2018-09-15 02:20:00,2018-09-22 02:20:00,0.674896,0.171433
707,5,Sat,1,50,2018-09-01 01:50:00,2018-09-08 01:50:00,2018-09-15 01:50:00,2018-09-22 01:50:00,0.615650,0.174187
708,5,Sat,15,10,2018-09-01 15:10:00,2018-09-08 15:10:00,2018-09-15 15:10:00,2018-09-22 15:10:00,0.508721,0.911508
709,5,Sat,6,55,2018-09-01 06:55:00,2018-09-08 06:55:00,2018-09-15 06:55:00,2018-09-22 06:55:00,0.719792,0.371325
710,5,Sat,19,30,2018-09-01 19:30:00,2018-09-08 19:30:00,2018-09-15 19:30:00,2018-09-22 19:30:00,0.564441,0.730773
711,5,Sat,0,50,2018-09-01 00:50:00,2018-09-08 00:50:00,2018-09-15 00:50:00,2018-09-22 00:50:00,0.707117,0.335163
712,5,Sat,4,55,2018-09-01 04:55:00,2018-09-08 04:55:00,2018-09-15 04:55:00,2018-09-22 04:55:00,0.656190,0.173656
713,5,Sat,19,45,2018-09-01 19:45:00,2018-09-08 19:45:00,2018-09-15 19:45:00,2018-09-22 19:45:00,0.591306,0.778447
714,5,Sat,4,35,2018-09-01 04:35:00,2018-09-08 04:35:00,2018-09-15 04:35:00,2018-09-22 04:35:00,0.635694,0.178793
715,5,Sat,9,00,2018-09-01 09:00:00,2018-09-08 09:00:00,2018-09-15 09:00:00,2018-09-22 09:00:00,0.534007,0.650523
716,5,Sat,4,00,2018-09-01 04:00:00,2018-09-08 04:00:00,2018-09-15 04:00:00,2018-09-22 04:00:00,0.778149,0.245400
717,5,Sat,12,50,2018-09-01 12:50:00,2018-09-08 12:50:00,2018-09-15 12:50:00,2018-09-22 12:50:00,0.495341,0.833374
718,5,Sat,5,40,2018-09-01 05:40:00,2018-09-08 05:40:00,2018-09-15 05:40:00,2018-09-22 05:40:00,0.730980,0.248707
719,5,Sat,21,15,2018-09-01 21:15:00,2018-09-08 21:15:00,2018-09-15 21:15:00,2018-09-22 21:15:00,0.600564,0.555946
720,6,Sun,18,50,2018-09-02 18:50:00,2018-09-09 18:50:00,2018-09-16 18:50:00,2018-09-23 18:50:00,0.483745,0.570358
721,6,Sun,5,45,2018-09-02 05:45:00,2018-09-09 05:45:00,2018-09-16 05:45:00,2018-09-23 05:45:00,0.746082,0.137296
722,6,Sun,0,25,2018-09-02 00:25:00,2018-09-09 00:25:00,2018-09-16 00:25:00,2018-09-23 00:25:00,0.730823,0.341277
723,6,Sun,18,30,2018-09-02 18:30:00,2018-09-09 18:30:00,2018-09-16 18:30:00,2018-09-23 18:30:00,0.648314,0.522910
724,6,Sun,14,35,2018-09-02 14:35:00,2018-09-09 14:35:00,2018-09-16 14:35:00,2018-09-23 14:35:00,0.579731,0.643304
725,6,Sun,23,45,2018-09-02 23:45:00,2018-09-09 23:45:00,2018-09-16 23:45:00,2018-09-23 23:45:00,0.768108,0.310820
726,6,Sun,20,20,2018-09-02 20:20:00,2018-09-09 20:20:00,2018-09-16 20:20:00,2018-09-23 20:20:00,0.687928,0.441899
727,6,Sun,1,35,2018-09-02 01:35:00,2018-09-09 01:35:00,2018-09-16 01:35:00,2018-09-23 01:35:00,0.716405,0.239565
728,6,Sun,1,10,2018-09-02 01:10:00,2018-09-09 01:10:00,2018-09-16 01:10:00,2018-09-23 01:10:00,0.777310,0.398458
729,6,Sun,19,20,2018-09-02 19:20:00,2018-09-09 19:20:00,2018-09-16 19:20:00,2018-09-23 19:20:00,0.467973,0.588091
730,6,Sun,11,30,2018-09-02 11:30:00,2018-09-09 11:30:00,2018-09-16 11:30:00,2018-09-23 11:30:00,0.563943,0.588283
731,6,Sun,23,05,2018-09-02 23:05:00,2018-09-09 23:05:00,2018-09-16 23:05:00,2018-09-23 23:05:00,0.718696,0.335521
732,6,Sun,10,50,2018-09-02 10:50:00,2018-09-09 10:50:00,2018-09-16 10:50:00,2018-09-23 10:50:00,0.671848,0.578297
