idx,weekday,wd_name,hour,minute,week1,week2,week3,week4,top100_mre,overall_mre
0,0,Mon,9,45,2018-09-03 09:45:00,2018-09-10 09:45:00,2018-09-17 09:45:00,2018-09-24 09:45:00,0.392506,1.211713
1,0,Mon,14,35,2018-09-03 14:35:00,2018-09-10 14:35:00,2018-09-17 14:35:00,2018-09-24 14:35:00,0.351995,1.124579
2,0,Mon,11,25,2018-09-03 11:25:00,2018-09-10 11:25:00,2018-09-17 11:25:00,2018-09-24 11:25:00,0.349722,1.115850
3,0,Mon,4,45,2018-09-03 04:45:00,2018-09-10 04:45:00,2018-09-17 04:45:00,2018-09-24 04:45:00,0.704786,0.175422
4,0,Mon,11,30,2018-09-03 11:30:00,2018-09-10 11:30:00,2018-09-17 11:30:00,2018-09-24 11:30:00,0.351369,1.100097
5,0,Mon,7,45,2018-09-03 07:45:00,2018-09-10 07:45:00,2018-09-17 07:45:00,2018-09-24 07:45:00,0.366978,0.880867
6,0,Mon,0,10,2018-09-03 00:10:00,2018-09-10 00:10:00,2018-09-17 00:10:00,2018-09-24 00:10:00,0.560312,0.217427
7,0,Mon,10,40,2018-09-03 10:40:00,2018-09-10 10:40:00,2018-09-17 10:40:00,2018-09-24 10:40:00,0.312949,1.028973
8,0,Mon,22,05,2018-09-03 22:05:00,2018-09-10 22:05:00,2018-09-17 22:05:00,2018-09-24 22:05:00,0.540004,0.507161
9,0,Mon,12,45,2018-09-03 12:45:00,2018-09-10 12:45:00,2018-09-17 12:45:00,2018-09-24 12:45:00,0.389658,1.155530
10,0,Mon,23,50,2018-09-03 23:50:00,2018-09-10 23:50:00,2018-09-17 23:50:00,2018-09-24 23:50:00,0.647494,0.283175
11,0,Mon,19,50,2018-09-03 19:50:00,2018-09-10 19:50:00,2018-09-17 19:50:00,2018-09-24 19:50:00,0.466935,0.946046
12,0,Mon,17,00,2018-09-03 17:00:00,2018-09-10 17:00:00,2018-09-17 17:00:00,2018-09-24 17:00:00,0.435265,1.122110
13,0,Mon,0,20,2018-09-03 00:20:00,2018-09-10 00:20:00,2018-09-17 00:20:00,2018-09-24 00:20:00,0.728294,0.249598
14,0,Mon,3,00,2018-09-03 03:00:00,2018-09-10 03:00:00,2018-09-17 03:00:00,2018-09-24 03:00:00,0.845242,0.144372
15,0,Mon,8,00,2018-09-03 08:00:00,2018-09-10 08:00:00,2018-09-17 08:00:00,2018-09-24 08:00:00,0.367667,0.930000
16,0,Mon,15,25,2018-09-03 15:25:00,2018-09-10 15:25:00,2018-09-17 15:25:00,2018-09-24 15:25:00,0.365523,1.021768
17,0,Mon,14,00,2018-09-03 14:00:00,2018-09-10 14:00:00,2018-09-17 14:00:00,2018-09-24 14:00:00,0.450699,0.995344
18,0,Mon,0,55,2018-09-03 00:55:00,2018-09-10 00:55:00,2018-09-17 00:55:00,2018-09-24 00:55:00,0.664309,0.145379
19,0,Mon,17,30,2018-09-03 17:30:00,2018-09-10 17:30:00,2018-09-17 17:30:00,2018-09-24 17:30:00,0.385534,1.084060
20,0,Mon,10,10,2018-09-03 10:10:00,2018-09-10 10:10:00,2018-09-17 10:10:00,2018-09-24 10:10:00,0.298987,1.072170
21,0,Mon,14,40,2018-09-03 14:40:00,2018-09-10 14:40:00,2018-09-17 14:40:00,2018-09-24 14:40:00,0.367416,1.107754
22,0,Mon,2,15,2018-09-03 02:15:00,2018-09-10 02:15:00,2018-09-17 02:15:00,2018-09-24 02:15:00,0.695641,0.152160
23,0,Mon,9,35,2018-09-03 09:35:00,2018-09-10 09:35:00,2018-09-17 09:35:00,2018-09-24 09:35:00,0.369201,1.272953
24,0,Mon,19,20,2018-09-03 19:20:00,2018-09-10 19:20:00,2018-09-17 19:20:00,2018-09-24 19:20:00,0.453199,0.991639
25,0,Mon,2,20,2018-09-03 02:20:00,2018-09-10 02:20:00,2018-09-17 02:20:00,2018-09-24 02:20:00,0.782846,0.136042
26,0,Mon,15,15,2018-09-03 15:15:00,2018-09-10 15:15:00,2018-09-17 15:15:00,2018-09-24 15:15:00,0.432658,0.987951
27,0,Mon,16,20,2018-09-03 16:20:00,2018-09-10 16:20:00,2018-09-17 16:20:00,2018-09-24 16:20:00,0.321368,1.077430
28,0,Mon,13,40,2018-09-03 13:40:00,2018-09-10 13:40:00,2018-09-17 13:40:00,2018-09-24 13:40:00,0.365734,1.133557
29,0,Mon,21,55,2018-09-03 21:55:00,2018-09-10 21:55:00,2018-09-17 21:55:00,2018-09-24 21:55:00,0.563778,0.588556
30,0,Mon,21,10,2018-09-03 21:10:00,2018-09-10 21:10:00,2018-09-17 21:10:00,2018-09-24 21:10:00,0.585893,0.662143
31,0,Mon,23,20,2018-09-03 23:20:00,2018-09-10 23:20:00,2018-09-17 23:20:00,2018-09-24 23:20:00,0.572171,0.390989
32,0,Mon,15,45,2018-09-03 15:45:00,2018-09-10 15:45:00,2018-09-17 15:45:00,2018-09-24 15:45:00,0.337917,1.037858
33,0,Mon,6,15,2018-09-03 06:15:00,2018-09-10 06:15:00,2018-09-17 06:15:00,2018-09-24 06:15:00,0.589648,0.359935
34,0,Mon,13,20,2018-09-03 13:20:00,2018-09-10 13:20:00,2018-09-17 13:20:00,2018-09-24 13:20:00,0.440157,1.087862
35,0,Mon,5,50,2018-09-03 05:50:00,2018-09-10 05:50:00,2018-09-17 05:50:00,2018-09-24 05:50:00,0.561029,0.205991
36,0,Mon,1,50,2018-09-03 01:50:00,2018-09-10 01:50:00,2018-09-17 01:50:00,2018-09-24 01:50:00,0.719426,0.214153
37,0,Mon,4,30,2018-09-03 04:30:00,2018-09-10 04:30:00,2018-09-17 04:30:00,2018-09-24 04:30:00,0.690121,0.186241
38,0,Mon,4,05,2018-09-03 04:05:00,2018-09-10 04:05:00,2018-09-17 04:05:00,2018-09-24 04:05:00,0.572183,0.123212
39,0,Mon,7,00,2018-09-03 07:00:00,2018-09-10 07:00:00,2018-09-17 07:00:00,2018-09-24 07:00:00,0.452595,0.519283
40,0,Mon,9,15,2018-09-03 09:15:00,2018-09-10 09:15:00,2018-09-17 09:15:00,2018-09-24 09:15:00,0.360134,1.274551
41,0,Mon,14,05,2018-09-03 14:05:00,2018-09-10 14:05:00,2018-09-17 14:05:00,2018-09-24 14:05:00,0.437837,1.026420
42,0,Mon,3,25,2018-09-03 03:25:00,2018-09-10 03:25:00,2018-09-17 03:25:00,2018-09-24 03:25:00,0.711263,0.183043
43,0,Mon,13,55,2018-09-03 13:55:00,2018-09-10 13:55:00,2018-09-17 13:55:00,2018-09-24 13:55:00,0.408448,1.161796
44,0,Mon,8,35,2018-09-03 08:35:00,2018-09-10 08:35:00,2018-09-17 08:35:00,2018-09-24 08:35:00,0.305231,1.166091
45,0,Mon,19,45,2018-09-03 19:45:00,2018-09-10 19:45:00,2018-09-17 19:45:00,2018-09-24 19:45:00,0.487723,0.857402
46,0,Mon,2,50,2018-09-03 02:50:00,2018-09-10 02:50:00,2018-09-17 02:50:00,2018-09-24 02:50:00,0.693593,0.144319
47,0,Mon,13,25,2018-09-03 13:25:00,2018-09-10 13:25:00,2018-09-17 13:25:00,2018-09-24 13:25:00,0.422222,1.003575
48,0,Mon,17,45,2018-09-03 17:45:00,2018-09-10 17:45:00,2018-09-17 17:45:00,2018-09-24 17:45:00,0.421014,1.144320
49,0,Mon,15,20,2018-09-03 15:20:00,2018-09-10 15:20:00,2018-09-17 15:20:00,2018-09-24 15:20:00,0.363360,1.036430
50,0,Mon,21,50,2018-09-03 21:50:00,2018-09-10 21:50:00,2018-09-17 21:50:00,2018-09-24 21:50:00,0.553270,0.595801
51,0,Mon,19,10,2018-09-03 19:10:00,2018-09-10 19:10:00,2018-09-17 19:10:00,2018-09-24 19:10:00,0.384090,0.952161
52,0,Mon,10,45,2018-09-03 10:45:00,2018-09-10 10:45:00,2018-09-17 10:45:00,2018-09-24 10:45:00,0.310256,0.922975
53,0,Mon,13,15,2018-09-03 13:15:00,2018-09-10 13:15:00,2018-09-17 13:15:00,2018-09-24 13:15:00,0.361527,1.109713
54,0,Mon,5,20,2018-09-03 05:20:00,2018-09-10 05:20:00,2018-09-17 05:20:00,2018-09-24 05:20:00,0.491460,0.245053
55,0,Mon,6,10,2018-09-03 06:10:00,2018-09-10 06:10:00,2018-09-17 06:10:00,2018-09-24 06:10:00,0.581846,0.347163
56,0,Mon,4,25,2018-09-03 04:25:00,2018-09-10 04:25:00,2018-09-17 04:25:00,2018-09-24 04:25:00,0.735620,0.168715
57,0,Mon,21,05,2018-09-03 21:05:00,2018-09-10 21:05:00,2018-09-17 21:05:00,2018-09-24 21:05:00,0.616396,0.631136
58,0,Mon,10,00,2018-09-03 10:00:00,2018-09-10 10:00:00,2018-09-17 10:00:00,2018-09-24 10:00:00,0.418566,1.145541
59,0,Mon,5,30,2018-09-03 05:30:00,2018-09-10 05:30:00,2018-09-17 05:30:00,2018-09-24 05:30:00,0.537468,0.245352
60,0,Mon,11,35,2018-09-03 11:35:00,2018-09-10 11:35:00,2018-09-17 11:35:00,2018-09-24 11:35:00,0.359961,1.040981
61,0,Mon,16,45,2018-09-03 16:45:00,2018-09-10 16:45:00,2018-09-17 16:45:00,2018-09-24 16:45:00,0.433911,1.146194
62,0,Mon,15,50,2018-09-03 15:50:00,2018-09-10 15:50:00,2018-09-17 15:50:00,2018-09-24 15:50:00,0.370817,1.102810
63,0,Mon,17,25,2018-09-03 17:25:00,2018-09-10 17:25:00,2018-09-17 17:25:00,2018-09-24 17:25:00,0.456555,1.068529
64,0,Mon,18,25,2018-09-03 18:25:00,2018-09-10 18:25:00,2018-09-17 18:25:00,2018-09-24 18:25:00,0.452450,1.118103
65,0,Mon,3,15,2018-09-03 03:15:00,2018-09-10 03:15:00,2018-09-17 03:15:00,2018-09-24 03:15:00,0.749641,0.122695
66,0,Mon,17,15,2018-09-03 17:15:00,2018-09-10 17:15:00,2018-09-17 17:15:00,2018-09-24 17:15:00,0.365940,1.156854
67,0,Mon,21,15,2018-09-03 21:15:00,2018-09-10 21:15:00,2018-09-17 21:15:00,2018-09-24 21:15:00,0.491722,0.576476
68,0,Mon,11,15,2018-09-03 11:15:00,2018-09-10 11:15:00,2018-09-17 11:15:00,2018-09-24 11:15:00,0.336640,1.167767
69,0,Mon,18,20,2018-09-03 18:20:00,2018-09-10 18:20:00,2018-09-17 18:20:00,2018-09-24 18:20:00,0.383135,1.132663
70,0,Mon,18,55,2018-09-03 18:55:00,2018-09-10 18:55:00,2018-09-17 18:55:00,2018-09-24 18:55:00,0.413495,1.012494
71,0,Mon,13,30,2018-09-03 13:30:00,2018-09-10 13:30:00,2018-09-17 13:30:00,2018-09-24 13:30:00,0.377741,1.049777
72,0,Mon,21,20,2018-09-03 21:20:00,2018-09-10 21:20:00,2018-09-17 21:20:00,2018-09-24 21:20:00,0.601637,0.586370
73,0,Mon,6,50,2018-09-03 06:50:00,2018-09-10 06:50:00,2018-09-17 06:50:00,2018-09-24 06:50:00,0.549299,0.549991
74,0,Mon,22,55,2018-09-03 22:55:00,2018-09-10 22:55:00,2018-09-17 22:55:00,2018-09-24 22:55:00,0.709471,0.342454
75,0,Mon,2,40,2018-09-03 02:40:00,2018-09-10 02:40:00,2018-09-17 02:40:00,2018-09-24 02:40:00,0.693468,0.119508
76,0,Mon,7,05,2018-09-03 07:05:00,2018-09-10 07:05:00,2018-09-17 07:05:00,2018-09-24 07:05:00,0.526097,0.551927
77,0,Mon,20,30,2018-09-03 20:30:00,2018-09-10 20:30:00,2018-09-17 20:30:00,2018-09-24 20:30:00,0.532803,0.747962
78,0,Mon,20,25,2018-09-03 20:25:00,2018-09-10 20:25:00,2018-09-17 20:25:00,2018-09-24 20:25:00,0.514908,0.844583
79,0,Mon,0,45,2018-09-03 00:45:00,2018-09-10 00:45:00,2018-09-17 00:45:00,2018-09-24 00:45:00,0.799217,0.155855
80,0,Mon,18,00,2018-09-03 18:00:00,2018-09-10 18:00:00,2018-09-17 18:00:00,2018-09-24 18:00:00,0.362476,1.126128
81,0,Mon,11,05,2018-09-03 11:05:00,2018-09-10 11:05:00,2018-09-17 11:05:00,2018-09-24 11:05:00,0.351021,1.136826
82,0,Mon,11,00,2018-09-03 11:00:00,2018-09-10 11:00:00,2018-09-17 11:00:00,2018-09-24 11:00:00,0.393450,1.131953
83,0,Mon,1,00,2018-09-03 01:00:00,2018-09-10 01:00:00,2018-09-17 01:00:00,2018-09-24 01:00:00,0.726530,0.168353
84,0,Mon,20,35,2018-09-03 20:35:00,2018-09-10 20:35:00,2018-09-17 20:35:00,2018-09-24 20:35:00,0.507547,0.743465
85,0,Mon,16,25,2018-09-03 16:25:00,2018-09-10 16:25:00,2018-09-17 16:25:00,2018-09-24 16:25:00,0.399768,1.024157
86,0,Mon,22,35,2018-09-03 22:35:00,2018-09-10 22:35:00,2018-09-17 22:35:00,2018-09-24 22:35:00,0.616282,0.435091
87,0,Mon,0,00,2018-09-03 00:00:00,2018-09-10 00:00:00,2018-09-17 00:00:00,2018-09-24 00:00:00,0.762612,0.197200
88,0,Mon,9,00,2018-09-03 09:00:00,2018-09-10 09:00:00,2018-09-17 09:00:00,2018-09-24 09:00:00,0.388717,1.187083
89,0,Mon,9,20,2018-09-03 09:20:00,2018-09-10 09:20:00,2018-09-17 09:20:00,2018-09-24 09:20:00,0.363160,1.307364
90,0,Mon,22,25,2018-09-03 22:25:00,2018-09-10 22:25:00,2018-09-17 22:25:00,2018-09-24 22:25:00,0.709353,0.464679
91,0,Mon,13,50,2018-09-03 13:50:00,2018-09-10 13:50:00,2018-09-17 13:50:00,2018-09-24 13:50:00,0.432685,1.082418
92,0,Mon,1,10,2018-09-03 01:10:00,2018-09-10 01:10:00,2018-09-17 01:10:00,2018-09-24 01:10:00,0.700304,0.173422
93,0,Mon,12,50,2018-09-03 12:50:00,2018-09-10 12:50:00,2018-09-17 12:50:00,2018-09-24 12:50:00,0.424400,1.174337
94,0,Mon,4,40,2018-09-03 04:40:00,2018-09-10 04:40:00,2018-09-17 04:40:00,2018-09-24 04:40:00,0.675725,0.162226
95,0,Mon,20,50,2018-09-03 20:50:00,2018-09-10 20:50:00,2018-09-17 20:50:00,2018-09-24 20:50:00,0.551970,0.683405
96,0,Mon,0,40,2018-09-03 00:40:00,2018-09-10 00:40:00,2018-09-17 00:40:00,2018-09-24 00:40:00,0.667114,0.189313
97,0,Mon,20,20,2018-09-03 20:20:00,2018-09-10 20:20:00,2018-09-17 20:20:00,2018-09-24 20:20:00,0.571996,0.883781
98,0,Mon,0,35,2018-09-03 00:35:00,2018-09-10 00:35:00,2018-09-17 00:35:00,2018-09-24 00:35:00,0.703389,0.229313
99,0,Mon,8,40,2018-09-03 08:40:00,2018-09-10 08:40:00,2018-09-17 08:40:00,2018-09-24 08:40:00,0.353578,1.241691
100,0,Mon,6,45,2018-09-03 06:45:00,2018-09-10 06:45:00,2018-09-17 06:45:00,2018-09-24 06:45:00,0.536290,0.620345
101,0,Mon,5,05,2018-09-03 05:05:00,2018-09-10 05:05:00,2018-09-17 05:05:00,2018-09-24 05:05:00,0.631670,0.232193
102,0,Mon,1,05,2018-09-03 01:05:00,2018-09-10 01:05:00,2018-09-17 01:05:00,2018-09-24 01:05:00,0.767354,0.169264
103,0,Mon,8,45,2018-09-03 08:45:00,2018-09-10 08:45:00,2018-09-17 08:45:00,2018-09-24 08:45:00,0.358608,1.189862
104,0,Mon,4,15,2018-09-03 04:15:00,2018-09-10 04:15:00,2018-09-17 04:15:00,2018-09-24 04:15:00,0.738626,0.177753
105,0,Mon,20,00,2018-09-03 20:00:00,2018-09-10 20:00:00,2018-09-17 20:00:00,2018-09-24 20:00:00,0.628367,0.864292
106,0,Mon,4,10,2018-09-03 04:10:00,2018-09-10 04:10:00,2018-09-17 04:10:00,2018-09-24 04:10:00,0.590509,0.125056
107,0,Mon,12,05,2018-09-03 12:05:00,2018-09-10 12:05:00,2018-09-17 12:05:00,2018-09-24 12:05:00,0.434754,1.106740
108,0,Mon,12,35,2018-09-03 12:35:00,2018-09-10 12:35:00,2018-09-17 12:35:00,2018-09-24 12:35:00,0.389758,1.063497
109,0,Mon,16,00,2018-09-03 16:00:00,2018-09-10 16:00:00,2018-09-17 16:00:00,2018-09-24 16:00:00,0.433401,1.133728
110,0,Mon,8,15,2018-09-03 08:15:00,2018-09-10 08:15:00,2018-09-17 08:15:00,2018-09-24 08:15:00,0.400613,1.071539
111,0,Mon,4,50,2018-09-03 04:50:00,2018-09-10 04:50:00,2018-09-17 04:50:00,2018-09-24 04:50:00,0.697065,0.182190
112,0,Mon,0,30,2018-09-03 00:30:00,2018-09-10 00:30:00,2018-09-17 00:30:00,2018-09-24 00:30:00,0.695269,0.210079
113,0,Mon,7,50,2018-09-03 07:50:00,2018-09-10 07:50:00,2018-09-17 07:50:00,2018-09-24 07:50:00,0.353748,0.848826
114,0,Mon,7,10,2018-09-03 07:10:00,2018-09-10 07:10:00,2018-09-17 07:10:00,2018-09-24 07:10:00,0.473792,0.573802
115,0,Mon,6,55,2018-09-03 06:55:00,2018-09-10 06:55:00,2018-09-17 06:55:00,2018-09-24 06:55:00,0.418326,0.515178
116,0,Mon,15,55,2018-09-03 15:55:00,2018-09-10 15:55:00,2018-09-17 15:55:00,2018-09-24 15:55:00,0.368228,1.169330
117,0,Mon,5,25,2018-09-03 05:25:00,2018-09-10 05:25:00,2018-09-17 05:25:00,2018-09-24 05:25:00,0.514573,0.191996
118,0,Mon,19,25,2018-09-03 19:25:00,2018-09-10 19:25:00,2018-09-17 19:25:00,2018-09-24 19:25:00,0.486002,0.918372
119,0,Mon,15,00,2018-09-03 15:00:00,2018-09-10 15:00:00,2018-09-17 15:00:00,2018-09-24 15:00:00,0.360970,1.025326
120,1,Tue,4,10,2018-09-04 04:10:00,2018-09-11 04:10:00,2018-09-18 04:10:00,2018-09-25 04:10:00,0.604022,0.149952
121,1,Tue,22,55,2018-09-04 22:55:00,2018-09-11 22:55:00,2018-09-18 22:55:00,2018-09-25 22:55:00,0.600382,0.366899
122,1,Tue,3,55,2018-09-04 03:55:00,2018-09-11 03:55:00,2018-09-18 03:55:00,2018-09-25 03:55:00,0.574510,0.185478
123,1,Tue,17,25,2018-09-04 17:25:00,2018-09-11 17:25:00,2018-09-18 17:25:00,2018-09-25 17:25:00,0.356158,1.001695
124,1,Tue,6,00,2018-09-04 06:00:00,2018-09-11 06:00:00,2018-09-18 06:00:00,2018-09-25 06:00:00,0.574109,0.264316
125,1,Tue,11,40,2018-09-04 11:40:00,2018-09-11 11:40:00,2018-09-18 11:40:00,2018-09-25 11:40:00,0.360911,0.981146
126,1,Tue,9,00,2018-09-04 09:00:00,2018-09-11 09:00:00,2018-09-18 09:00:00,2018-09-25 09:00:00,0.286498,0.923618
127,1,Tue,11,45,2018-09-04 11:45:00,2018-09-11 11:45:00,2018-09-18 11:45:00,2018-09-25 11:45:00,0.402791,0.948778
128,1,Tue,22,15,2018-09-04 22:15:00,2018-09-11 22:15:00,2018-09-18 22:15:00,2018-09-25 22:15:00,0.547880,0.513612
129,1,Tue,22,35,2018-09-04 22:35:00,2018-09-11 22:35:00,2018-09-18 22:35:00,2018-09-25 22:35:00,0.639398,0.463153
130,1,Tue,7,05,2018-09-04 07:05:00,2018-09-11 07:05:00,2018-09-18 07:05:00,2018-09-25 07:05:00,0.378015,0.469865
131,1,Tue,10,25,2018-09-04 10:25:00,2018-09-11 10:25:00,2018-09-18 10:25:00,2018-09-25 10:25:00,0.284773,0.972668
132,1,Tue,16,45,2018-09-04 16:45:00,2018-09-11 16:45:00,2018-09-18 16:45:00,2018-09-25 16:45:00,0.388375,1.048611
133,1,Tue,15,50,2018-09-04 15:50:00,2018-09-11 15:50:00,2018-09-18 15:50:00,2018-09-25 15:50:00,0.385546,0.928409
134,1,Tue,10,00,2018-09-04 10:00:00,2018-09-11 10:00:00,2018-09-18 10:00:00,2018-09-25 10:00:00,0.341270,0.988209
135,1,Tue,5,45,2018-09-04 05:45:00,2018-09-11 05:45:00,2018-09-18 05:45:00,2018-09-25 05:45:00,0.575866,0.330390
136,1,Tue,4,55,2018-09-04 04:55:00,2018-09-11 04:55:00,2018-09-18 04:55:00,2018-09-25 04:55:00,0.615446,0.186101
137,1,Tue,0,30,2018-09-04 00:30:00,2018-09-11 00:30:00,2018-09-18 00:30:00,2018-09-25 00:30:00,0.680135,0.219129
138,1,Tue,12,15,2018-09-04 12:15:00,2018-09-11 12:15:00,2018-09-18 12:15:00,2018-09-25 12:15:00,0.376534,0.916943
139,1,Tue,18,40,2018-09-04 18:40:00,2018-09-11 18:40:00,2018-09-18 18:40:00,2018-09-25 18:40:00,0.468560,1.055779
140,1,Tue,7,20,2018-09-04 07:20:00,2018-09-11 07:20:00,2018-09-18 07:20:00,2018-09-25 07:20:00,0.445926,0.598038
141,1,Tue,23,30,2018-09-04 23:30:00,2018-09-11 23:30:00,2018-09-18 23:30:00,2018-09-25 23:30:00,0.626084,0.328222
142,1,Tue,16,55,2018-09-04 16:55:00,2018-09-11 16:55:00,2018-09-18 16:55:00,2018-09-25 16:55:00,0.348434,1.060926
143,1,Tue,15,35,2018-09-04 15:35:00,2018-09-11 15:35:00,2018-09-18 15:35:00,2018-09-25 15:35:00,0.370358,0.958907
144,1,Tue,18,15,2018-09-04 18:15:00,2018-09-11 18:15:00,2018-09-18 18:15:00,2018-09-25 18:15:00,0.355945,1.046157
145,1,Tue,1,40,2018-09-04 01:40:00,2018-09-11 01:40:00,2018-09-18 01:40:00,2018-09-25 01:40:00,0.772427,0.258620
146,1,Tue,20,50,2018-09-04 20:50:00,2018-09-11 20:50:00,2018-09-18 20:50:00,2018-09-25 20:50:00,0.557666,0.795213
147,1,Tue,1,45,2018-09-04 01:45:00,2018-09-11 01:45:00,2018-09-18 01:45:00,2018-09-25 01:45:00,0.690507,0.206195
148,1,Tue,20,55,2018-09-04 20:55:00,2018-09-11 20:55:00,2018-09-18 20:55:00,2018-09-25 20:55:00,0.619027,0.756123
149,1,Tue,8,45,2018-09-04 08:45:00,2018-09-11 08:45:00,2018-09-18 08:45:00,2018-09-25 08:45:00,0.341143,0.918640
150,1,Tue,17,55,2018-09-04 17:55:00,2018-09-11 17:55:00,2018-09-18 17:55:00,2018-09-25 17:55:00,0.299476,1.076767
151,1,Tue,5,00,2018-09-04 05:00:00,2018-09-11 05:00:00,2018-09-18 05:00:00,2018-09-25 05:00:00,0.658226,0.277979
152,1,Tue,16,20,2018-09-04 16:20:00,2018-09-11 16:20:00,2018-09-18 16:20:00,2018-09-25 16:20:00,0.380437,1.145427
153,1,Tue,14,25,2018-09-04 14:25:00,2018-09-11 14:25:00,2018-09-18 14:25:00,2018-09-25 14:25:00,0.427393,1.037832
154,1,Tue,19,20,2018-09-04 19:20:00,2018-09-11 19:20:00,2018-09-18 19:20:00,2018-09-25 19:20:00,0.479330,0.936494
155,1,Tue,12,20,2018-09-04 12:20:00,2018-09-11 12:20:00,2018-09-18 12:20:00,2018-09-25 12:20:00,0.304782,0.962088
156,1,Tue,4,20,2018-09-04 04:20:00,2018-09-11 04:20:00,2018-09-18 04:20:00,2018-09-25 04:20:00,0.762732,0.206765
157,1,Tue,23,35,2018-09-04 23:35:00,2018-09-11 23:35:00,2018-09-18 23:35:00,2018-09-25 23:35:00,0.602177,0.368307
158,1,Tue,12,00,2018-09-04 12:00:00,2018-09-11 12:00:00,2018-09-18 12:00:00,2018-09-25 12:00:00,0.277657,0.884732
159,1,Tue,18,25,2018-09-04 18:25:00,2018-09-11 18:25:00,2018-09-18 18:25:00,2018-09-25 18:25:00,0.420365,0.982873
160,1,Tue,7,25,2018-09-04 07:25:00,2018-09-11 07:25:00,2018-09-18 07:25:00,2018-09-25 07:25:00,0.364007,0.608436
161,1,Tue,1,50,2018-09-04 01:50:00,2018-09-11 01:50:00,2018-09-18 01:50:00,2018-09-25 01:50:00,0.689646,0.185782
162,1,Tue,1,25,2018-09-04 01:25:00,2018-09-11 01:25:00,2018-09-18 01:25:00,2018-09-25 01:25:00,0.682990,0.231075
163,1,Tue,4,35,2018-09-04 04:35:00,2018-09-11 04:35:00,2018-09-18 04:35:00,2018-09-25 04:35:00,0.641422,0.205457
164,1,Tue,21,25,2018-09-04 21:25:00,2018-09-11 21:25:00,2018-09-18 21:25:00,2018-09-25 21:25:00,0.614422,0.686566
165,1,Tue,2,40,2018-09-04 02:40:00,2018-09-11 02:40:00,2018-09-18 02:40:00,2018-09-25 02:40:00,0.703292,0.159347
166,1,Tue,22,10,2018-09-04 22:10:00,2018-09-11 22:10:00,2018-09-18 22:10:00,2018-09-25 22:10:00,0.641614,0.507279
167,1,Tue,12,10,2018-09-04 12:10:00,2018-09-11 12:10:00,2018-09-18 12:10:00,2018-09-25 12:10:00,0.246489,1.008362
168,1,Tue,23,05,2018-09-04 23:05:00,2018-09-11 23:05:00,2018-09-18 23:05:00,2018-09-25 23:05:00,0.622642,0.367316
169,1,Tue,15,15,2018-09-04 15:15:00,2018-09-11 15:15:00,2018-09-18 15:15:00,2018-09-25 15:15:00,0.333907,1.022410
170,1,Tue,5,10,2018-09-04 05:10:00,2018-09-11 05:10:00,2018-09-18 05:10:00,2018-09-25 05:10:00,0.661645,0.201570
171,1,Tue,13,30,2018-09-04 13:30:00,2018-09-11 13:30:00,2018-09-18 13:30:00,2018-09-25 13:30:00,0.327685,0.986391
172,1,Tue,15,40,2018-09-04 15:40:00,2018-09-11 15:40:00,2018-09-18 15:40:00,2018-09-25 15:40:00,0.371691,0.995363
173,1,Tue,23,50,2018-09-04 23:50:00,2018-09-11 23:50:00,2018-09-18 23:50:00,2018-09-25 23:50:00,0.585456,0.315797
174,1,Tue,1,00,2018-09-04 01:00:00,2018-09-11 01:00:00,2018-09-18 01:00:00,2018-09-25 01:00:00,0.635178,0.150435
175,1,Tue,6,20,2018-09-04 06:20:00,2018-09-11 06:20:00,2018-09-18 06:20:00,2018-09-25 06:20:00,0.523006,0.366820
176,1,Tue,0,15,2018-09-04 00:15:00,2018-09-11 00:15:00,2018-09-18 00:15:00,2018-09-25 00:15:00,0.571334,0.243514
177,1,Tue,19,05,2018-09-04 19:05:00,2018-09-11 19:05:00,2018-09-18 19:05:00,2018-09-25 19:05:00,0.413004,0.968408
178,1,Tue,19,40,2018-09-04 19:40:00,2018-09-11 19:40:00,2018-09-18 19:40:00,2018-09-25 19:40:00,0.446171,0.895032
179,1,Tue,6,50,2018-09-04 06:50:00,2018-09-11 06:50:00,2018-09-18 06:50:00,2018-09-25 06:50:00,0.537535,0.470750
180,1,Tue,22,50,2018-09-04 22:50:00,2018-09-11 22:50:00,2018-09-18 22:50:00,2018-09-25 22:50:00,0.640189,0.370980
181,1,Tue,13,20,2018-09-04 13:20:00,2018-09-11 13:20:00,2018-09-18 13:20:00,2018-09-25 13:20:00,0.359094,0.957563
