link_id,link_idx,fair,ref_W1,ref_W3,ref_W4,ref_median,ref_mean,ref_min,ref_max,lift,fold,speed,lanes,length
10292,219,1,0,0,1,0.0,0.3333333333333333,0,1,1.0,1.0,11.18,2.0,109.92407753377476
10293,220,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,127.96339263476403
10294,221,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,2.0,83.81416068169739
10296,222,0,1,0,1,1.0,0.6666666666666666,0,1,-1.0,0.0,13.89,1.0,254.3279632233201
10297,223,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,138.53217894652013
10299,224,0,0,1,0,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,102.61680775677262
103,225,222,224,218,220,220.0,220.66666666666666,218,224,2.0,1.009090909090909,13.89,1.0,71.11187715699131
1030,226,0,1,0,0,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,302.6751286351302
10300,227,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,162.70919429229147
10301,228,0,0,0,1,0.0,0.3333333333333333,0,1,0.0,0.0,13.89,1.0,175.2240657196193
10303,229,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,176.18354821850164
10304,230,0,0,0,0,0.0,0.0,0,0,0.0,0.0,13.89,1.0,176.1835482185017
10305,231,0,4,1,0,1.0,1.6666666666666667,0,4,-1.0,0.0,11.18,1.0,155.82345577537265
10306,232,0,0,2,0,0.0,0.6666666666666666,0,2,0.0,0.0,11.18,1.0,89.33655204774216
10307,233,0,0,2,5,2.0,2.3333333333333335,0,5,-2.0,0.0,11.18,1.0,122.74326377079166
10308,234,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,56.82745667947176
10309,235,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,89.33655204774216
1031,236,0,0,1,2,1.0,1.0,0,2,-1.0,0.0,13.89,1.0,204.1766360559523
10310,237,0,0,1,0,0.0,0.3333333333333333,0,1,0.0,0.0,11.18,1.0,111.2051290342475
10312,238,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,170.66570669535585
10313,239,0,0,0,0,0.0,0.0,0,0,0.0,0.0,11.18,1.0,81.51182391114432
