link_id,link_idx,fair,ref_W1,ref_W3,ref_W4,ref_median,ref_mean,ref_min,ref_max,lift,fold,speed,lanes,length
59236,37077,1946,1833,1670,1876,1833.0,1793.0,1670,1876,113.0,1.0616475722858703,31.29,5.0,445.45249343128575
60542,38046,3361,3249,3208,3275,3249.0,3244.0,3208,3275,112.0,1.0344721452754693,31.29,3.0,1481.2708834842501
77405,50279,676,565,521,635,565.0,573.6666666666666,521,635,111.0,1.1964601769911505,22.35,5.0,114.80698947687401
30726,15708,223,155,93,114,114.0,120.66666666666667,93,155,109.0,1.956140350877193,13.89,3.0,54.18656740707251
59215,37055,986,877,791,936,877.0,868.0,791,936,109.0,1.1242873432155074,31.29,3.0,758.2081222508283
71764,46383,227,161,97,119,119.0,125.66666666666667,97,161,108.0,1.9075630252100841,13.89,3.0,43.97369888089337
90698,56650,2657,2549,2516,2623,2549.0,2562.6666666666665,2516,2623,108.0,1.0423695566888975,31.29,7.0,658.6028142378808
58976,36814,898,737,791,802,791.0,776.6666666666666,737,802,107.0,1.1352718078381796,31.29,5.0,377.95635358889405
59156,36995,4257,4150,3955,4224,4150.0,4109.666666666667,3955,4224,107.0,1.0257831325301205,31.29,6.0,898.7598906055074
59195,37037,4381,4274,4147,4415,4274.0,4278.666666666667,4147,4415,107.0,1.0250350959288723,31.29,7.0,1442.6282051032822
59304,37128,1550,1400,1443,1472,1443.0,1438.3333333333333,1400,1472,107.0,1.0741510741510742,31.29,3.0,377.86518253429585
64537,40867,1179,1124,1043,1073,1073.0,1080.0,1043,1124,106.0,1.0987884436160298,31.29,3.0,1313.6393497241206
36556,20009,525,420,354,458,420.0,410.6666666666667,354,458,105.0,1.25,13.89,4.0,772.5754138205485
58898,36729,1003,898,898,945,898.0,913.6666666666666,898,945,105.0,1.1169265033407572,13.89,1.0,778.4542456873118
59063,36905,564,459,453,521,459.0,477.6666666666667,453,521,105.0,1.2287581699346406,13.89,4.0,177.75743124186639
781,50744,1027,900,922,966,922.0,929.3333333333334,900,966,105.0,1.113882863340564,31.29,3.0,499.3268216502457
3614,19662,723,619,556,677,619.0,617.3333333333334,556,677,104.0,1.1680129240710824,22.35,6.0,578.2287980425901
47244,28153,215,151,92,111,111.0,118.0,92,151,104.0,1.936936936936937,13.89,3.0,46.63695268124708
93903,57990,1890,1786,1728,1858,1786.0,1790.6666666666667,1728,1858,104.0,1.0582306830907056,13.89,2.0,1360.9043475511278
59465,37250,3218,3078,3127,3115,3115.0,3106.6666666666665,3078,3127,103.0,1.0330658105939006,31.29,4.0,1015.9617310544808
68668,44189,3606,3435,3503,3544,3503.0,3494.0,3435,3544,103.0,1.0294033685412503,31.29,5.0,616.4532015909689
23017,9748,215,155,89,113,113.0,119.0,89,155,102.0,1.9026548672566372,13.89,3.0,105.29647224721367
59673,37389,1882,1631,1780,1812,1780.0,1741.0,1631,1812,102.0,1.057303370786517,31.29,4.0,1294.6819542350943
58869,36702,1257,1156,1047,1168,1156.0,1123.6666666666667,1047,1168,101.0,1.0873702422145328,13.89,2.0,483.86502450169945
59049,36890,499,389,398,451,398.0,412.6666666666667,389,451,101.0,1.2537688442211055,13.89,2.0,556.2504571715481
59290,37113,1310,1162,1210,1255,1210.0,1209.0,1162,1255,100.0,1.0826446280991735,31.29,3.0,328.89359172837885
59395,37190,2789,2631,2689,2715,2689.0,2678.3333333333335,2631,2715,100.0,1.0371885459278543,31.29,3.0,1014.413355436631
68065,43761,1274,1174,1167,1174,1174.0,1171.6666666666667,1167,1174,100.0,1.0851788756388416,22.35,4.0,355.6692117291682
59192,37034,826,773,676,727,727.0,725.3333333333334,676,773,99.0,1.1361760660247593,13.89,2.0,568.8088065560437
68564,44120,513,414,407,449,414.0,423.3333333333333,407,449,99.0,1.2391304347826086,13.89,2.0,136.615171816349
91322,56930,977,878,871,943,878.0,897.3333333333334,871,943,99.0,1.112756264236902,29.06,2.0,2358.0757966366873
65473,41635,2201,2103,1947,2152,2103.0,2067.3333333333335,1947,2152,98.0,1.046600095102235,31.29,4.0,383.5174247826967
58932,36766,722,603,625,685,625.0,637.6666666666666,603,685,97.0,1.1552,31.29,3.0,931.7411097060749
58864,36698,1250,1159,1107,1154,1154.0,1140.0,1107,1159,96.0,1.0831889081455806,29.06,3.0,65.86677408377625
58830,36664,817,782,709,722,722.0,737.6666666666666,709,782,95.0,1.131578947368421,13.89,1.0,423.8142892879752
58860,36694,1845,1691,1762,1750,1750.0,1734.3333333333333,1691,1762,95.0,1.0542857142857143,13.89,2.0,780.963295426942
91324,56932,1662,1567,1497,1619,1567.0,1561.0,1497,1619,95.0,1.0606253988513081,29.06,2.0,2007.846777041215
59105,36948,3363,3269,3247,3451,3269.0,3322.3333333333335,3247,3451,94.0,1.028754970939125,31.29,5.0,1686.6707989536644
91219,56888,3939,3845,3760,3969,3845.0,3858.0,3760,3969,94.0,1.02444733420026,31.29,6.0,3910.796058654352
58890,36721,1295,1194,1273,1203,1203.0,1223.3333333333333,1194,1273,92.0,1.0764754779717374,13.89,3.0,601.0970999942521
58838,36671,942,851,824,852,851.0,842.3333333333334,824,852,91.0,1.1069330199764982,13.89,1.0,1264.977905708974
58942,36777,687,665,565,596,596.0,608.6666666666666,565,665,91.0,1.1526845637583893,13.89,1.0,610.1476223400198
59460,37245,2030,1913,1939,1977,1939.0,1943.0,1913,1977,91.0,1.0469314079422383,31.29,5.0,606.793583063938
68479,44054,454,416,312,363,363.0,363.6666666666667,312,416,91.0,1.2506887052341598,13.89,2.0,766.1867656292729
73083,47352,3355,3215,3264,3313,3264.0,3264.0,3215,3313,91.0,1.0278799019607843,31.29,5.0,292.82563428607426
74314,48252,635,544,500,567,544.0,537.0,500,567,91.0,1.1672794117647058,26.82,3.0,1511.879614757571
83552,53918,472,381,433,365,381.0,393.0,365,433,91.0,1.2388451443569555,13.41,3.0,61.164206283435206
93531,57840,571,476,480,569,480.0,508.3333333333333,476,569,91.0,1.1895833333333334,13.89,2.0,45.43903704246813
59075,36917,2498,2393,2408,2470,2408.0,2423.6666666666665,2393,2470,90.0,1.037375415282392,31.29,7.0,660.9704126460558
77698,50487,987,937,892,897,897.0,908.6666666666666,892,937,90.0,1.100334448160535,22.35,3.0,54.18464689161006
92146,57354,1915,1874,1779,1825,1825.0,1826.0,1779,1874,90.0,1.0493150684931507,29.06,4.0,2040.0608609928145
58689,36540,506,417,327,440,417.0,394.6666666666667,327,440,89.0,1.2134292565947242,13.89,3.0,549.176273621878
59173,37013,4012,3924,3747,3995,3924.0,3888.6666666666665,3747,3995,88.0,1.0224260958205913,31.29,6.0,1175.6372890014204
98237,59578,574,478,486,595,486.0,519.6666666666666,478,595,88.0,1.1810699588477367,13.89,1.0,760.078205875115
76628,49798,424,377,289,337,337.0,334.3333333333333,289,377,87.0,1.258160237388724,17.88,6.0,69.89284481323564
40067,22736,972,1084,886,859,886.0,943.0,859,1084,86.0,1.0970654627539504,17.88,2.0,535.1657795411863
51146,31074,182,143,88,96,96.0,109.0,88,143,86.0,1.8958333333333333,13.89,3.0,13.648913797085337
626,39565,693,607,606,621,607.0,611.3333333333334,606,621,86.0,1.14168039538715,13.89,2.0,186.84594208123912
68554,44112,458,364,372,405,372.0,380.3333333333333,364,405,86.0,1.2311827956989247,13.89,2.0,15.145204597358592
98606,59655,565,479,456,549,479.0,494.6666666666667,456,549,86.0,1.1795407098121085,13.89,1.0,596.7070872418946
51143,31071,172,123,68,87,87.0,92.66666666666667,68,123,85.0,1.9770114942528736,13.89,3.0,113.35017323890544
59078,36919,1471,1348,1409,1386,1386.0,1381.0,1348,1409,85.0,1.0613275613275612,31.29,6.0,1135.6018559041308
77398,50273,702,587,617,657,617.0,620.3333333333334,587,657,85.0,1.1377633711507293,13.89,3.0,168.6111129160412
86197,55081,175,125,67,90,90.0,94.0,67,125,85.0,1.9444444444444444,13.89,3.0,75.09693187946516
59028,36867,591,511,424,507,507.0,480.6666666666667,424,511,84.0,1.165680473372781,17.88,6.0,232.96374049268744
68067,43762,975,916,854,891,891.0,887.0,854,916,84.0,1.0942760942760943,22.35,2.0,1357.8066901551258
68542,44102,466,381,383,396,383.0,386.6666666666667,381,396,83.0,1.216710182767624,13.89,2.0,81.96295246913185
93123,57732,446,404,328,363,363.0,365.0,328,404,83.0,1.2286501377410468,17.88,5.0,23.946208667347097
58846,36680,1272,1162,1238,1190,1190.0,1196.6666666666667,1162,1238,82.0,1.06890756302521,13.89,4.0,846.5805796318707
59128,36968,4231,4149,3927,4253,4149.0,4109.666666666667,3927,4253,82.0,1.019763798505664,31.29,6.0,1003.5958973443903
59701,37417,2856,2797,2671,2774,2774.0,2747.3333333333335,2671,2797,82.0,1.0295602018745493,29.06,4.0,1074.5330263612939
92080,57296,2649,2535,2567,2584,2567.0,2562.0,2535,2584,82.0,1.0319439033891702,31.29,4.0,1104.8265012319698
94291,58138,2125,2043,1912,2118,2043.0,2024.3333333333333,1912,2118,82.0,1.0401370533529124,13.89,2.0,379.27308765065567
99260,59906,511,425,429,536,429.0,463.3333333333333,425,536,82.0,1.191142191142191,26.82,3.0,169.55164358172027
367,20100,3214,3173,3002,3133,3133.0,3102.6666666666665,3002,3173,81.0,1.0258538142355569,31.29,5.0,499.366585976698
58873,36707,1402,1321,1321,1379,1321.0,1340.3333333333333,1321,1379,81.0,1.0613171839515518,13.89,2.0,382.58741589652493
69344,44585,5263,5183,4948,5409,5183.0,5180.0,4948,5409,80.0,1.0154350762106887,31.29,6.0,1273.3079488133071
58801,36632,1822,1698,1777,1743,1743.0,1739.3333333333333,1698,1777,79.0,1.0453241537578888,31.29,4.0,364.98439898571263
59159,36998,3291,3295,3011,3212,3212.0,3172.6666666666665,3011,3295,79.0,1.0245952677459527,31.29,6.0,393.5901830469393
91185,56863,630,534,551,634,551.0,573.0,534,634,79.0,1.1433756805807622,24.59,3.0,1274.830619199118
58842,36676,954,877,842,940,877.0,886.3333333333334,842,940,77.0,1.087799315849487,17.88,5.0,285.43190848212237
59705,37421,2270,2193,2100,2267,2193.0,2186.6666666666665,2100,2267,77.0,1.035111719106247,29.06,4.0,392.67994675784786
59752,37447,1579,1381,1502,1515,1502.0,1466.0,1381,1515,77.0,1.0512649800266312,31.29,3.0,1588.015246419239
69918,45037,143,108,55,66,66.0,76.33333333333333,55,108,77.0,2.1666666666666665,13.89,3.0,26.02489898734156
